gene_id,cell type,type
UBE2M,HUVEC,OSE
BC038719,HUVEC,OSE
PRTFDC1,HUVEC,OSE
AK127380,HUVEC,OSE
C17orf59,HUVEC,OSE
GLB1L,HUVEC,OSE
GPR177,HUVEC,OSE
BAG3,HUVEC,OSE
ASNA1,HUVEC,OSE
SGK223,HUVEC,OSE
MYO1C,HUVEC,OSE
C15orf38,HUVEC,OSE
IL1A,HUVEC,OSE
MEOX2,HUVEC,OSE
RPS16,HUVEC,OSE
SERP1,HUVEC,OSE
ZNF532,HUVEC,OSE
CD81,HUVEC,OSE
BCAP29,HUVEC,OSE
SSRP1,HUVEC,OSE
TMEM204,HUVEC,OSE
PRDX6,HUVEC,OSE
FTH1,HUVEC,OSE
KDR,HUVEC,OSE
TAL1,HUVEC,OSE
C1orf9,HUVEC,OSE
EFNA1,HUVEC,OSE
EIF2C2,HUVEC,OSE
LOC100049716,HUVEC,OSE
IPO11-LRRC70,HUVEC,OSE
NT5DC2,HUVEC,OSE
FSCN1,HUVEC,OSE
FAM171A1,HUVEC,OSE
NUP50,HUVEC,OSE
LOC100507391,HUVEC,OSE
C14orf93,HUVEC,OSE
SNRK,HUVEC,OSE
PPP1R15A,HUVEC,OSE
AGPAT5,HUVEC,OSE
EFHD2,HUVEC,OSE
PPP2R1B,HUVEC,OSE
CYFIP1,HUVEC,OSE
DIP2A,HUVEC,OSE
LIMK1,HUVEC,OSE
TMEM156,HUVEC,OSE
RPSAP52,HUVEC,OSE
PRICKLE2,HUVEC,OSE
WASF3,HUVEC,OSE
NAP1L4,HUVEC,OSE
PTHLH,HUVEC,OSE
NBAS,HUVEC,OSE
MID1IP1,HUVEC,OSE
ANPEP,HUVEC,OSE
ANXA1,HUVEC,OSE
ANXA3,HUVEC,OSE
MIR548Q,HUVEC,OSE
CALCRL,HUVEC,OSE
C17orf68,HUVEC,OSE
MYCT1,HUVEC,OSE
SLCO2A1,HUVEC,OSE
MTPN,HUVEC,OSE
EF070117,HUVEC,OSE
PIGT,HUVEC,OSE
EF070119,HUVEC,OSE
KIAA0913,HUVEC,OSE
PURB,HUVEC,OSE
C3orf26,HUVEC,OSE
ADCK4,HUVEC,OSE
FAM213A,HUVEC,OSE
TM2D2,HUVEC,OSE
CLMN,HUVEC,OSE
GLG1,HUVEC,OSE
LYRM1,HUVEC,OSE
CHMP2A,HUVEC,OSE
PECI,HUVEC,OSE
AK291164,HUVEC,OSE
FAM24B-CUZD1,HUVEC,OSE
ITSN1,HUVEC,OSE
HV531011,HUVEC,OSE
GNB2L1,HUVEC,OSE
RGNEF,HUVEC,OSE
DLEU1,HUVEC,OSE
SMAD7,HUVEC,OSE
TMF1,HUVEC,OSE
ZNF367,HUVEC,OSE
ZNF366,HUVEC,OSE
KLHL6,HUVEC,OSE
TSPAN3,HUVEC,OSE
C7orf44,HUVEC,OSE
TSPAN5,HUVEC,OSE
NKIRAS1,HUVEC,OSE
KCTD10,HUVEC,OSE
FLJ37453,HUVEC,OSE
EIF4G3,HUVEC,OSE
EIF4G1,HUVEC,OSE
MIR548H2,HUVEC,OSE
ROBO4,HUVEC,OSE
ZADH2,HUVEC,OSE
ADAM9,HUVEC,OSE
ATP8B1,HUVEC,OSE
LINC00536,HUVEC,OSE
TLR4,HUVEC,OSE
RASSF3,HUVEC,OSE
SLC7A1,HUVEC,OSE
C9orf5,HUVEC,OSE
C9orf3,HUVEC,OSE
NOX4,HUVEC,OSE
CLTC,HUVEC,OSE
CSDA,HUVEC,OSE
ASXL1,HUVEC,OSE
TEX41,HUVEC,OSE
NGRN,HUVEC,OSE
PCBP1,HUVEC,OSE
C9orf102,HUVEC,OSE
DDX60L,HUVEC,OSE
C3orf58,HUVEC,OSE
EFEMP1,HUVEC,OSE
BC082237,HUVEC,OSE
DCUN1D3,HUVEC,OSE
HIST1H2BC,HUVEC,OSE
HIST1H2BL,HUVEC,OSE
TRIM44,HUVEC,OSE
NPIPL2,HUVEC,OSE
ETV1,HUVEC,OSE
LRIG3,HUVEC,OSE
PCID2,HUVEC,OSE
SDC4,HUVEC,OSE
ECI2,HUVEC,OSE
SNCA,HUVEC,OSE
BTBD7,HUVEC,OSE
BX648502,HUVEC,OSE
KIAA0564,HUVEC,OSE
SULT1B1,HUVEC,OSE
PKM2,HUVEC,OSE
BC039364,HUVEC,OSE
RAD51L1,HUVEC,OSE
EPHA5,HUVEC,OSE
STOM,HUVEC,OSE
LINC00669,HUVEC,OSE
GON4L,HUVEC,OSE
BC030116,HUVEC,OSE
FW339998,HUVEC,OSE
RAB8B,HUVEC,OSE
RAG1AP1,HUVEC,OSE
TEK,HUVEC,OSE
PCTK2,HUVEC,OSE
C10orf76,HUVEC,OSE
PPP1R12C,HUVEC,OSE
DUSP5,HUVEC,OSE
REEP3,HUVEC,OSE
DUSP6,HUVEC,OSE
PFDN1,HUVEC,OSE
DQ658414,HUVEC,OSE
LRRC8A,HUVEC,OSE
MTHFR,HUVEC,OSE
ARL6IP5,HUVEC,OSE
FER,HUVEC,OSE
ADA,HUVEC,OSE
MIR181A2HG,HUVEC,OSE
C1orf71,HUVEC,OSE
ZNF521,HUVEC,OSE
ADTRP,HUVEC,OSE
SLC25A37,HUVEC,OSE
RNF144B,HUVEC,OSE
PSMB2,HUVEC,OSE
HIVEP2,HUVEC,OSE
FEZ2,HUVEC,OSE
EEF1E1-MUTED,HUVEC,OSE
TMSB4X,HUVEC,OSE
C20orf72,HUVEC,OSE
C21orf63,HUVEC,OSE
ODZ3,HUVEC,OSE
PDCL,HUVEC,OSE
HIST1H2AD,HUVEC,OSE
HIST1H2AC,HUVEC,OSE
RAB30,HUVEC,OSE
CDR2,HUVEC,OSE
C8orf4,HUVEC,OSE
CTU2,HUVEC,OSE
TTLL13,HUVEC,OSE
NACC2,HUVEC,OSE
SIN3B,HUVEC,OSE
PDGFB,HUVEC,OSE
LINC00886,HUVEC,OSE
HOOK3,HUVEC,OSE
PDIA5,HUVEC,OSE
PLAU,HUVEC,OSE
PLAT,HUVEC,OSE
MYNN,HUVEC,OSE
NAGA,HUVEC,OSE
RTEL1,HUVEC,OSE
BCL10,HUVEC,OSE
FOXN2,HUVEC,OSE
BC015784,HUVEC,OSE
SEC22B,HUVEC,OSE
RNF167,HUVEC,OSE
RNF169,HUVEC,OSE
GNA12,HUVEC,OSE
ST3GAL4-AS1,HUVEC,OSE
KIAA0528,HUVEC,OSE
ESM1,HUVEC,OSE
TAP1,B-cell,CSE
TAP2,B-cell,CSE
SFRS2IP,B-cell,CSE
STK10,B-cell,CSE
UBAC2,B-cell,CSE
SEMA4B,B-cell,CSE
UBE2J1,B-cell,CSE
C1ORF112,B-cell,CSE
CDC42SE2,B-cell,CSE
SP110,B-cell,CSE
BANK1,B-cell,CSE
KDM2B,B-cell,CSE
TCRBC2,B-cell,CSE
FAIM3,B-cell,CSE
PHTF2,B-cell,CSE
PIK3C2B,B-cell,CSE
STK4,B-cell,CSE
MACROD2,B-cell,CSE
ERGIC1,B-cell,CSE
MYL12B,B-cell,CSE
STRBP,B-cell,CSE
TRAC,B-cell,CSE
LST1,B-cell,CSE
PARP14,B-cell,CSE
ARHGAP15,B-cell,CSE
SPPL2B,B-cell,CSE
MIR3134,B-cell,CSE
RASGRP3,B-cell,CSE
FBXW11,B-cell,CSE
EVL,B-cell,CSE
CDKN1B,B-cell,CSE
ITGA4,B-cell,CSE
CELF2,B-cell,CSE
CELF1,B-cell,CSE
GPR18,B-cell,CSE
SETBP1,B-cell,CSE
IQSEC1,B-cell,CSE
BAZ2A,B-cell,CSE
SWAP70,B-cell,CSE
CCT8,B-cell,CSE
XPO6,B-cell,CSE
BACH2,B-cell,CSE
PIKFYVE,B-cell,CSE
NAIF1,B-cell,CSE
H3F3B,B-cell,CSE
NF1,B-cell,CSE
MAP1LC3B,B-cell,CSE
IGL@,B-cell,CSE
BLK,B-cell,CSE
DSE,B-cell,CSE
ZEB2,B-cell,CSE
PLXNC1,B-cell,CSE
TNK2,B-cell,CSE
KIAA1949,B-cell,CSE
TPD52,B-cell,CSE
WDFY4,B-cell,CSE
FBXO31,B-cell,CSE
PRDM2,B-cell,CSE
FMNL3,B-cell,CSE
CRIP1,B-cell,CSE
MAP3K1,B-cell,CSE
OTUD5,B-cell,CSE
AKAP13,B-cell,CSE
PHF21A,B-cell,CSE
PIK3AP1,B-cell,CSE
MAP4K4,B-cell,CSE
NCOA3,B-cell,CSE
CIITA,B-cell,CSE
ELMSAN1,B-cell,CSE
LIMD2,B-cell,CSE
BEND5,B-cell,CSE
JARID2,B-cell,CSE
PLCL2,B-cell,CSE
C17orf87,B-cell,CSE
SPIB,B-cell,CSE
LTB,B-cell,CSE
LTA,B-cell,CSE
SH2B3,B-cell,CSE
C5ORF56,B-cell,CSE
RIOK3,B-cell,CSE
ARID5B,B-cell,CSE
RNASEH2B,B-cell,CSE
CXXC5,B-cell,CSE
PRKD2,B-cell,CSE
HLA-DPB1,B-cell,CSE
PLCG2,B-cell,CSE
TTC7A,B-cell,CSE
SH2D3C,B-cell,CSE
CLLU1,B-cell,CSE
NFX1,B-cell,CSE
RTDR1,B-cell,CSE
DAD1,B-cell,CSE
UBTF,B-cell,CSE
CDK14,B-cell,CSE
KLF3,B-cell,CSE
CXCR5,B-cell,CSE
SIPA1L3,B-cell,CSE
SCIMP,B-cell,CSE
QRICH2,B-cell,CSE
COA1,B-cell,CSE
ATN1,B-cell,CSE
CUGBP2,B-cell,CSE
LCP1,B-cell,CSE
PLEKHO1,B-cell,CSE
E2F5,B-cell,CSE
RAB24,B-cell,CSE
HMBOX1,B-cell,CSE
HVCN1,B-cell,CSE
PER1,B-cell,CSE
MAD1L1,B-cell,CSE
ACBD4,B-cell,CSE
SPG11,B-cell,CSE
HLA-DMB,B-cell,CSE
ZNF395,B-cell,CSE
HLA-DMA,B-cell,CSE
PTK2B,B-cell,CSE
MARCH1,B-cell,CSE
TNRC6B,B-cell,CSE
UBXN11,B-cell,CSE
ARHGEF7,B-cell,CSE
ARHGEF2,B-cell,CSE
ARHGEF3,B-cell,CSE
COTL1,B-cell,CSE
ARHGEF1,B-cell,CSE
SLC12A6,B-cell,CSE
BRD2,B-cell,CSE
LBH,B-cell,CSE
PIP4K2A,B-cell,CSE
CENPM,B-cell,CSE
TSC22D3,B-cell,CSE
LPP,B-cell,CSE
FAM69A,B-cell,CSE
SSH2,B-cell,CSE
INPP5D,B-cell,CSE
STK17A,B-cell,CSE
AKAP2,B-cell,CSE
CLECL1,B-cell,CSE
MBP,B-cell,CSE
SLC2A1,B-cell,CSE
GNG7,B-cell,CSE
PLEKHA2,B-cell,CSE
MGC29506,B-cell,CSE
STRADA,B-cell,CSE
NFATC1,B-cell,CSE
NFATC2,B-cell,CSE
FOXP1,B-cell,CSE
PCED1B,B-cell,CSE
VSIG4,B-cell,CSE
SEC62,B-cell,CSE
ADORA2A,B-cell,CSE
BMF,B-cell,CSE
ADAMTSL4,B-cell,CSE
IKZF1,B-cell,CSE
MKL1,B-cell,CSE
NEK8,B-cell,CSE
ITPKB,B-cell,CSE
CD44,B-cell,CSE
TRAF3IP3,B-cell,CSE
PPP1R9B,B-cell,CSE
ORAI2,B-cell,CSE
TCF4,B-cell,CSE
CSK,B-cell,CSE
CCDC6,B-cell,CSE
C1orf58,B-cell,CSE
EGLN2,B-cell,CSE
IRF1,B-cell,CSE
IRF4,B-cell,CSE
SH3TC2,B-cell,CSE
DOPEY2,B-cell,CSE
MEF2C,B-cell,CSE
SNX29,B-cell,CSE
MEF2D,B-cell,CSE
NSD1,B-cell,CSE
CD74,B-cell,CSE
TMC6,B-cell,CSE
BTLA,B-cell,CSE
CAPZB,B-cell,CSE
CIRBP,B-cell,CSE
TMC8,B-cell,CSE
RFC2,B-cell,CSE
SH3BP5,B-cell,CSE
SH3BP1,B-cell,CSE
TXNIP,B-cell,CSE
TPM4,B-cell,CSE
S1PR4,B-cell,CSE
CFLAR,B-cell,CSE
IFI16,B-cell,CSE
GCET2,B-cell,CSE
CCND3,B-cell,CSE
DOT1L,B-cell,CSE
ATP6V0C,B-cell,CSE
TRIO,B-cell,CSE
KIAA0430,B-cell,CSE
PHACTR1,B-cell,CSE
UBE2D2,B-cell,CSE
TRMT1,B-cell,CSE
AIM2,B-cell,CSE
TMEM143,B-cell,CSE
NIPAL4,B-cell,CSE
UNK,B-cell,CSE
FAM65B,B-cell,CSE
FAM65A,B-cell,CSE
STX7,B-cell,CSE
ZFP36,B-cell,CSE
MYO9B,B-cell,CSE
HLA-DPA1,B-cell,CSE
CDK9,B-cell,CSE
PPP1R16B,B-cell,CSE
ST6GAL1,B-cell,CSE
USP3,B-cell,CSE
C19orf22,B-cell,CSE
AIM1L,B-cell,CSE
ECE1,B-cell,CSE
FAM49A,B-cell,CSE
EPC1,B-cell,CSE
SERTAD2,B-cell,CSE
KIAA0922,B-cell,CSE
ARAP1,B-cell,CSE
ETS1,B-cell,CSE
LOC100130987,B-cell,CSE
ABPARTS,B-cell,CSE
FCRL3,B-cell,CSE
PPP3CC,B-cell,CSE
PRKCH,B-cell,CSE
ZBTB1,B-cell,CSE
PRKCB,B-cell,CSE
PRKCE,B-cell,CSE
MTSS1,B-cell,CSE
MGAT5,B-cell,CSE
EBF1,B-cell,CSE
CYTH1,B-cell,CSE
UCP2,B-cell,CSE
CHST11,B-cell,CSE
VAMP2,B-cell,CSE
NRM,B-cell,CSE
ABI3,B-cell,CSE
TBC1D22A,B-cell,CSE
CMTM7,B-cell,CSE
WIPF1,B-cell,CSE
BOLA2,B-cell,CSE
POU2F2,B-cell,CSE
ACTG1,B-cell,CSE
FAM3C,B-cell,CSE
DLEU1,B-cell,CSE
ATF7IP,B-cell,CSE
RAPGEF6,B-cell,CSE
RAPGEF1,B-cell,CSE
BHLHE40,B-cell,CSE
MAP3K3,B-cell,CSE
FMNL1,B-cell,CSE
CBFA2T3,B-cell,CSE
MAP3K5,B-cell,CSE
IRF2BP2,B-cell,CSE
STAP1,B-cell,CSE
MAPRE2,B-cell,CSE
ANKRD44,B-cell,CSE
ZMYND8,B-cell,CSE
CDH23,B-cell,CSE
BZRAP1,B-cell,CSE
TMEM109,B-cell,CSE
PNKD,B-cell,CSE
SLC25A25,B-cell,CSE
MDM4,B-cell,CSE
C21orf33,B-cell,CSE
SLC15A4,B-cell,CSE
LRRFIP1,B-cell,CSE
NIN,B-cell,CSE
TRANK1,B-cell,CSE
SYK,B-cell,CSE
RUNX1,B-cell,CSE
MYO5C,B-cell,CSE
RNF216,B-cell,CSE
ZBTB25,B-cell,CSE
MED29,B-cell,CSE
DOCK8,B-cell,CSE
AKNA,B-cell,CSE
RRAS2,B-cell,CSE
LARGE,B-cell,CSE
SEPT9,B-cell,CSE
SEPT6,B-cell,CSE
AEN,B-cell,CSE
MAML2,B-cell,CSE
BASP1,B-cell,CSE
AFF1,B-cell,CSE
DNAJB13,B-cell,CSE
RBM33,B-cell,CSE
JMJD1C,B-cell,CSE
B4GALT1,B-cell,CSE
RBM38,B-cell,CSE
GRK5,B-cell,CSE
STK40,B-cell,CSE
PAX5,B-cell,CSE
ZNF580,B-cell,CSE
TP53INP1,B-cell,CSE
FAM117A,B-cell,CSE
PTPN1,B-cell,CSE
APOLD1,B-cell,CSE
CR2,B-cell,CSE
ZNF581,B-cell,CSE
TAGAP,B-cell,CSE
ST8SIA4,B-cell,CSE
RHBDF2,B-cell,CSE
LRCH1,B-cell,CSE
LOC100130950,B-cell,CSE
PPP2R5C,B-cell,CSE
AGBL4,B-cell,CSE
EPS15L1,B-cell,CSE
PHF15,B-cell,CSE
MOB3B,B-cell,CSE
FGR,B-cell,CSE
CCR6,B-cell,CSE
CCR7,B-cell,CSE
BCAS4,B-cell,CSE
RELT,B-cell,CSE
CD79A,B-cell,CSE
PDE7A,B-cell,CSE
STRN4,B-cell,CSE
SIK3,B-cell,CSE
SNX10,B-cell,CSE
ZHX2,B-cell,CSE
ZNF385A,B-cell,CSE
CD82,B-cell,CSE
BMP2K,B-cell,CSE
PTPN6,B-cell,CSE
ANAPC16,B-cell,CSE
CTDSP2,B-cell,CSE
NEMF,B-cell,CSE
PNOC,B-cell,CSE
CD180,B-cell,CSE
MYC,B-cell,CSE
PRKRIP1,B-cell,CSE
LIMS2,B-cell,CSE
NEAT1,B-cell,CSE
SH3BGRL3,B-cell,CSE
MYL12A,B-cell,CSE
EIF2AK3,B-cell,CSE
IL16,B-cell,CSE
ASAP1,B-cell,CSE
ELMO1,B-cell,CSE
DTX4,B-cell,CSE
STIM1,B-cell,CSE
STIM2,B-cell,CSE
DTX1,B-cell,CSE
CYFIP2,B-cell,CSE
DIP2B,B-cell,CSE
BIRC3,B-cell,CSE
MRVI1,B-cell,CSE
FOXO1,B-cell,CSE
PRELID1,B-cell,CSE
TCR-ALPHA,B-cell,CSE
ZC3H12A,B-cell,CSE
BCL9L,B-cell,CSE
ANKRD12,B-cell,CSE
SPTBN1,B-cell,CSE
SEL1L3,B-cell,CSE
KLF10,B-cell,CSE
LHPP,B-cell,CSE
UVRAG,B-cell,CSE
SLC35B2,B-cell,CSE
LPCAT1,B-cell,CSE
ZCCHC7,B-cell,CSE
KMT2E,B-cell,CSE
ANXA6,B-cell,CSE
MSI2,B-cell,CSE
KIAA0247,B-cell,CSE
PIGR,B-cell,CSE
XYLT1,B-cell,CSE
FAM53B,B-cell,CSE
TMBIM1,B-cell,CSE
MIDN,B-cell,CSE
G0S24,B-cell,CSE
FCHSD2,B-cell,CSE
OAZ1,B-cell,CSE
BCL2,B-cell,CSE
LAT2,B-cell,CSE
SETD1B,B-cell,CSE
LDLRAD4,B-cell,CSE
MDS2,B-cell,CSE
RREB1,B-cell,CSE
SMAP2,B-cell,CSE
PALM2-AKAP2,B-cell,CSE
GRK4,B-cell,CSE
CCDC88C,B-cell,CSE
WHSC1L1,B-cell,CSE
LIG4,B-cell,CSE
MICAL3,B-cell,CSE
MYCBP2,B-cell,CSE
ARHGAP25,B-cell,CSE
DLEU2,B-cell,CSE
LYN,B-cell,CSE
BLNK,B-cell,CSE
ISCU,B-cell,CSE
MPEG1,B-cell,CSE
ENTPD1,B-cell,CSE
FLI1,B-cell,CSE
COL19A1,B-cell,CSE
KCNN4,B-cell,CSE
HADV36S1,B-cell,CSE
PTMA,B-cell,CSE
ARPC1B,B-cell,CSE
PKIG,B-cell,CSE
SUPT4H1,B-cell,CSE
GRB2,B-cell,CSE
UBC,B-cell,CSE
CYTIP,B-cell,CSE
PACSIN2,B-cell,CSE
MACF1,B-cell,CSE
RASSF5,B-cell,CSE
NFKBIE,B-cell,CSE
RABGAP1L,B-cell,CSE
DNM3,B-cell,CSE
DNM2,B-cell,CSE
ADRBK1,B-cell,CSE
CHD2,B-cell,CSE
PREX1,B-cell,CSE
CHD9,B-cell,CSE
TCTN1,B-cell,CSE
CAP1,B-cell,CSE
ABHD13,B-cell,CSE
TFEB,B-cell,CSE
TRA,B-cell,CSE
RHOQ,B-cell,CSE
C3orf52,B-cell,CSE
TRD,B-cell,CSE
RHOH,B-cell,CSE
HEXIM1,B-cell,CSE
SART3,B-cell,CSE
PLEK,B-cell,CSE
RHOF,B-cell,CSE
TNFAIP8,B-cell,CSE
VAV3,B-cell,CSE
VAV2,B-cell,CSE
TAF8,B-cell,CSE
ELOVL5,B-cell,CSE
HECW2,B-cell,CSE
FNBP1,B-cell,CSE
EHD1,B-cell,CSE
NFATC3,B-cell,CSE
GNAI2,B-cell,CSE
IKZF3,B-cell,CSE
CNR2,B-cell,CSE
BTG2,B-cell,CSE
BTG1,B-cell,CSE
CCDC106,B-cell,CSE
POLD1,B-cell,CSE
KDM6B,B-cell,CSE
DUSP1,B-cell,CSE
SELL,B-cell,CSE
LYL1,B-cell,CSE
TMEM120B,B-cell,CSE
ZFP36L1,B-cell,CSE
ZFP36L2,B-cell,CSE
GGA1,B-cell,CSE
TNFRSF13B,B-cell,CSE
TNFRSF13C,B-cell,CSE
HNRNPUL1,B-cell,CSE
MAPK8IP3,B-cell,CSE
METTL8,B-cell,CSE
DAPP1,B-cell,CSE
PLGRKT,B-cell,CSE
ID3,B-cell,CSE
NFIX,B-cell,CSE
SREBF2,B-cell,CSE
EMP3,B-cell,CSE
PSMB8,B-cell,CSE
HIVEP2,B-cell,CSE
CD52,B-cell,CSE
ABI1,B-cell,CSE
TCRA,B-cell,CSE
RPS19,B-cell,CSE
JUNB,B-cell,CSE
BCL11A,B-cell,CSE
HSPA1B,B-cell,CSE
UST,B-cell,CSE
ELF1,B-cell,CSE
ADAM19,B-cell,CSE
ZC3H12D,B-cell,CSE
RAB36,B-cell,CSE
PRPF19,B-cell,CSE
PXK,B-cell,CSE
TG,B-cell,CSE
SH3KBP1,B-cell,CSE
DGKD,B-cell,CSE
TRAF1,B-cell,CSE
TRAF3,B-cell,CSE
TRAF4,B-cell,CSE
TRAF5,B-cell,CSE
C21orf7,B-cell,CSE
HOOK2,B-cell,CSE
NUP160,B-cell,CSE
MAP7D1,B-cell,CSE
TNF,B-cell,CSE
PACS1,B-cell,CSE
RASA2,B-cell,CSE
FOXN3,B-cell,CSE
PLEKHG2,B-cell,CSE
PLEKHG1,B-cell,CSE
BZRAP1-AS1,B-cell,CSE
RNLS,B-cell,CSE
MYO7B,B-cell,CSE
RNF10,B-cell,OSE
HSPA4,B-cell,OSE
NIPA2,B-cell,OSE
IQCB1,B-cell,OSE
STK16,B-cell,OSE
IGHG1,B-cell,OSE
LAPTM5,B-cell,OSE
IFNAR1,B-cell,OSE
ADD3,B-cell,OSE
DUSP22,B-cell,OSE
OGDH,B-cell,OSE
BLOC1S2,B-cell,OSE
AMZ2,B-cell,OSE
NAPSB,B-cell,OSE
GPR183,B-cell,OSE
C6orf129,B-cell,OSE
GABARAP,B-cell,OSE
WEE1,B-cell,OSE
ZNF688,B-cell,OSE
PLEC1,B-cell,OSE
SLC38A2,B-cell,OSE
XPC,B-cell,OSE
MDFIC,B-cell,OSE
CTNNBL1,B-cell,OSE
SPPL3,B-cell,OSE
CEP110,B-cell,OSE
GYPC,B-cell,OSE
UBR5,B-cell,OSE
C13orf18,B-cell,OSE
SNN,B-cell,OSE
CLEC2B,B-cell,OSE
CLEC2D,B-cell,OSE
ARHGAP17,B-cell,OSE
STARD7,B-cell,OSE
STARD5,B-cell,OSE
SMIM14,B-cell,OSE
TNFSF12,B-cell,OSE
UGCG,B-cell,OSE
CD1C,B-cell,OSE
UBE2D3,B-cell,OSE
C14orf43,B-cell,OSE
RC3H2,B-cell,OSE
DENND4A,B-cell,OSE
MLL5,B-cell,OSE
FAM119A,B-cell,OSE
SAMSN1,B-cell,OSE
IFIT3,B-cell,OSE
TREML2,B-cell,OSE
CHCHD1,B-cell,OSE
LILRB1,B-cell,OSE
DULLARD,B-cell,OSE
CDC2L6,B-cell,OSE
JAK1,B-cell,OSE
GTF2I,B-cell,OSE
C8orf40,B-cell,OSE
PPP1R10,B-cell,OSE
VEGFB,B-cell,OSE
GDI2,B-cell,OSE
C7orf23,B-cell,OSE
DNAJC4,B-cell,OSE
CABP4,B-cell,OSE
GPX1,B-cell,OSE
WDFY2,B-cell,OSE
WDFY1,B-cell,OSE
ZNF296,B-cell,OSE
ABHD17B,B-cell,OSE
LIN37,B-cell,OSE
SMAD7,B-cell,OSE
RAP1B,B-cell,OSE
MTIF3,B-cell,OSE
REL,B-cell,OSE
FSBP,B-cell,OSE
PIK3CG,B-cell,OSE
RNASET2,B-cell,OSE
TNFSF13B,B-cell,OSE
NEDD9,B-cell,OSE
TMEM19,B-cell,OSE
P2RY10,B-cell,OSE
MIR155HG,B-cell,OSE
KIAA0226,B-cell,OSE
ARPM1,B-cell,OSE
CDCA7L,B-cell,OSE
TMEM63A,B-cell,OSE
RIOK3,B-cell,OSE
CAPZA1,B-cell,OSE
IL2RG,B-cell,OSE
UBIAD1,B-cell,OSE
APOBEC3G,B-cell,OSE
IL21R,B-cell,OSE
C16orf54,B-cell,OSE
CDC42,B-cell,OSE
SPCS2,B-cell,OSE
NARG1,B-cell,OSE
GEN1,B-cell,OSE
AK097351,B-cell,OSE
ZNF490,B-cell,OSE
SLC38A1,B-cell,OSE
BIN2,B-cell,OSE
DDX17,B-cell,OSE
AARSD1,B-cell,OSE
FAM60A,B-cell,OSE
SIPA1L1,B-cell,OSE
EFR3A,B-cell,OSE
KLF9,B-cell,OSE
KLF13,B-cell,OSE
EPS15,B-cell,OSE
CD47,B-cell,OSE
BMI1,B-cell,OSE
IGH@,B-cell,OSE
IGHD,B-cell,OSE
IGHE,B-cell,OSE
DEDD,B-cell,OSE
TFL,B-cell,OSE
E2F5,B-cell,OSE
DMXL1,B-cell,OSE
KLRK1,B-cell,OSE
ACTR3,B-cell,OSE
CEPT1,B-cell,OSE
C2ORF61,B-cell,OSE
RABGGTB,B-cell,OSE
MBD6,B-cell,OSE
C9orf91,B-cell,OSE
IDI1,B-cell,OSE
TSPAN13,B-cell,OSE
HPS5,B-cell,OSE
HPS3,B-cell,OSE
ARL2BP,B-cell,OSE
GNL3,B-cell,OSE
VOPP1,B-cell,OSE
PCF11,B-cell,OSE
AMPD3,B-cell,OSE
CNPY3,B-cell,OSE
AK128652,B-cell,OSE
TBCCD1,B-cell,OSE
DKFZP686O16217,B-cell,OSE
IFT57,B-cell,OSE
HLA-DRB1,B-cell,OSE
KIAA0226L,B-cell,OSE
HLA-DRB5,B-cell,OSE
LDB1,B-cell,OSE
TERF2IP,B-cell,OSE
TMEM229B,B-cell,OSE
EDEM1,B-cell,OSE
MIR-223,B-cell,OSE
STK17B,B-cell,OSE
OSBPL10,B-cell,OSE
PTGES3,B-cell,OSE
ARID1A,B-cell,OSE
SNAP23,B-cell,OSE
RFX1,B-cell,OSE
C10orf128,B-cell,OSE
MRPL40,B-cell,OSE
MRPL47,B-cell,OSE
GNG3,B-cell,OSE
LEPROTL1,B-cell,OSE
SNX2,B-cell,OSE
GM2A,B-cell,OSE
SNX5,B-cell,OSE
SNX8,B-cell,OSE
FUZ,B-cell,OSE
SEC63,B-cell,OSE
UNC93B1,B-cell,OSE
SMARCB1,B-cell,OSE
CEP97,B-cell,OSE
CYSLTR1,B-cell,OSE
ADAR,B-cell,OSE
TKT,B-cell,OSE
C10orf54,B-cell,OSE
FDFT1,B-cell,OSE
RAB8B,B-cell,OSE
BX538249,B-cell,OSE
TIFA,B-cell,OSE
UBE2E2,B-cell,OSE
IRF2,B-cell,OSE
RAB7L1,B-cell,OSE
IRF8,B-cell,OSE
FAM78A,B-cell,OSE
PFN1,B-cell,OSE
NEIL1,B-cell,OSE
NSD1,B-cell,OSE
SRRD,B-cell,OSE
CREBBP,B-cell,OSE
CD74,B-cell,OSE
ZNF238,B-cell,OSE
PAOX,B-cell,OSE
AMPD2,B-cell,OSE
TMEM138,B-cell,OSE
RFC1,B-cell,OSE
MAGT1,B-cell,OSE
SH3BP2,B-cell,OSE
PTPRCAP,B-cell,OSE
SET,B-cell,OSE
ZBTB17,B-cell,OSE
CBFA2T2,B-cell,OSE
BTLA,B-cell,OSE
RPS6KB2,B-cell,OSE
TRAPPC10,B-cell,OSE
FANCA,B-cell,OSE
SIPA1,B-cell,OSE
MTMR14,B-cell,OSE
MTMR10,B-cell,OSE
FLJ00382,B-cell,OSE
GNB1,B-cell,OSE
TMEM149,B-cell,OSE
PPP1CC,B-cell,OSE
LRRC33,B-cell,OSE
PUM1,B-cell,OSE
SMEK1,B-cell,OSE
C18orf1,B-cell,OSE
SLAMF6,B-cell,OSE
FAM117B,B-cell,OSE
RNF145,B-cell,OSE
PHF11,B-cell,OSE
TCEB1,B-cell,OSE
USP3,B-cell,OSE
SF3B1,B-cell,OSE
NFYC,B-cell,OSE
MCL1,B-cell,OSE
RAD54B,B-cell,OSE
